Gm#,Date,Boxscore,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,PA,AB,R.1,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc,Season,IP,Pit,Str,StL,StS,Pitchers Used (Rest-GameScore-Dec)
44,2022-05-25,boxscore,MIL,@,SDP,W,2,1,,28-16,1.0,up 3.5,Perdomo,Darvish,Williams,0.1284722222,D,27831.0,1.26,++,,32,27,2,4,1,0,0,2,1,1,4,10,0.234,0.312,0.404,0.716,5,2,0,0,1,0.0,0,0.222,3,9.0,Yu Darvish,R,65.0,2022,9.0,141.0,91.0,35.0,12.0,"A.Ashby (4-61), L.Perdomo (2-W), B.Boxberger (1-H), D.Williams (0-S)"
45,2022-05-26,boxscore,MIL,@,STL,W,4,3,,29-16,1.0,up 4.5,Lauer,Wainwright,Hader,0.1395833333,N,35107.0,1.4,+++,,40,39,4,12,3,0,1,4,0,0,1,5,0.236,0.312,0.406,0.718,18,1,0,0,0,1.0,0,0.333,9,9.0,Adam Wainwright,R,34.0,2022,9.0,169.0,106.0,28.0,15.0,"E.Lauer (5-48-W), T.Kelley (7-H), T.Gott (1-H), B.Boxberger (0-H), J.Hader 
(4-S)"
46,2022-05-27,boxscore,MIL,@,STL,L,2,4,,29-17,1.0,up 3.5,VerHagen,Woodruff,Helsley,0.1208333333,N,39077.0,1.39,-,,37,33,2,8,0,0,1,2,0,1,4,8,0.236,0.312,0.404,0.716,11,1,0,0,0,0.0,0,0.292,8,10.0,Dakota Hudson,R,53.0,2022,8.0,114.0,78.0,19.0,16.0,"B.Woodruff (5-53-L), L.Perdomo (1), B.Suter (4)"
47,2022-05-28,boxscore,MIL,@,STL,L,3,8,,29-18,1.0,up 2.5,Liberatore,Houser,,0.1145833333,D,45594.0,1.45,--,,37,34,3,7,0,0,2,3,0,0,3,9,0.236,0.312,0.403,0.715,13,1,0,0,0,1.0,0,0.217,7,9.0,Matthew Liberatore,L,64.0,2022,8.0,119.0,81.0,22.0,10.0,"A.Houser (4-18-L), H.Milner (3), T.Kelley (1), M.Sánchez (4)"
48,2022-05-29,boxscore,MIL,@,STL,W,8,0,,30-18,1.0,up 3.5,Burnes,Mikolas,,0.1166666667,D,44169.0,1.38,+,,40,38,8,13,2,1,3,8,0,0,2,9,0.238,0.313,0.41,0.723,26,1,0,0,0,0.0,0,0.385,5,9.0,Miles Mikolas,R,32.0,2022,9.0,122.0,86.0,29.0,19.0,"C.Burnes (4-83-W), H.Milner (0), B.Suter (1)"
49,2022-05-30,boxscore,MIL,@,CHC,W,7,6,,31-18,1.0,up 4.0,Sánchez,Norris,Hader,0.1368055556,D,39305.0,1.19,++,,36,33,7,7,1,0,3,7,0,0,2,8,0.238,0.312,0.412,0.725,17,1,1,0,0,1.0,0,0.182,2,10.0,Matt Swarmer,R,57.0,2022,9.0,172.0,112.0,27.0,36.0,"E.Small (99-42), T.Kelley (1), M.Sánchez (1-W), T.Gott (3-H), D.Williams 
(4-H), J.Hader (3-S)"
50,2022-05-30,boxscore,MIL,@,CHC,W,3,1,,32-18,1.0,up 4.0,Ashby,Espinoza,Hader,0.1194444444,N,28620.0,1.14,+++,,37,31,3,3,1,0,2,3,0,0,4,11,0.235,0.311,0.411,0.722,10,0,2,0,0,1.0,0,0.056,7,11.0,Drew Smyly,L,61.0,2022,9.0,131.0,83.0,26.0,21.0,"A.Ashby (4-68-W), B.Boxberger (3-H), J.Hader (0-S)"
51,2022-05-31,boxscore,MIL,@,CHC,L,7,8,,32-19,1.0,up 3.0,Givens,Boxberger,Robertson,0.1479166667,N,30596.0,1.14,-,,40,34,7,7,1,1,1,7,1,0,5,10,0.234,0.311,0.41,0.721,13,0,1,0,0,0.0,0,0.261,6,10.0,Justin Steele,L,51.0,2022,8.0,174.0,109.0,21.0,16.0,"E.Lauer (4-45), H.Milner (1), T.Kelley (0-BS), T.Gott (0), B.Suter (1), 
B.Boxberger (0-L)"
52,2022-06-01,boxscore,MIL,@,CHC,L-wo,3,4,10.0,32-20,1.0,up 2.0,Leiter,Milner,,0.1270833333,N,33398.0,1.19,--,,38,36,3,8,3,1,0,3,0,0,2,11,0.234,0.31,0.409,0.719,13,1,0,0,0,0.0,0,0.32,6,9.0,Kyle Hendricks,R,43.0,2022,9.2,134.0,89.0,27.0,9.0,"J.Alexander (99-53), M.Sánchez (1), D.Williams (1), H.Milner (0-L)"
53,2022-06-02,boxscore,MIL,,SDP,W-wo,5,4,,33-20,1.0,up 3.0,Strzelecki,Rogers,,0.1388888889,N,21451.0,1.27,+,,37,32,5,9,1,1,0,5,1,0,2,11,0.235,0.312,0.408,0.72,12,1,3,0,0,0.0,0,0.429,8,9.0,Sean Manaea,L,64.0,2022,9.0,168.0,106.0,32.0,13.0,"A.Houser (4-55), B.Suter (1), P.Strzelecki (99-W)"
